product_name,price,sku,unit_size,unit_type
GRANADO POLVILHO ANTISSEPTIC 72/100,0.01,,72/100G,CASE
GRANADO PINK PES E PERNAS 6/120G,0.01,,6/120G,CASE
GRANADO PINK CREME CUTICULAS 6/100G,0.01,,6/100G,CASE
GRANADO PINK MANTEIG EMOLIENT 12/60,0.01,,12/60G,CASE
GRANADO PINK LEITE DE IMERSAO 6/110,0.01,,6/110ML,CASE
GRANADO MANTEIGA CORPO CASTAN12/200,0.01,,12/200G,CASE
GRANADO MANTEIGA CORPO CALEND12/200,0.01,,12/200G,CASE
GRANADO SOS CUTICUL 12/3.5G,0.01,17896512930320,12/3.5G,CASE
GRANADO COLONIA CAMOMILA 12/100ML,0.01,17896512945973,12/100ML,CASE
GRANADO COLONIA ERVA DOCE 12/100ML,0.01,17896512945980,12/100ML,CASE
GRANADO COLONIA LAVANDA 12/100ML,0.01,17896512945997,12/100ML,CASE
GRANADO COLONIA TRADIC 12/100ML,0.01,17896512946000,12/100ML,CASE
SABO GRANADO GLIC CALENDOLA 12/250M,0.01,17896512959833,12/250ML,CASE
SABO GRANADO COCO 1*12,0.01,7896512900050,1*12,CASE
SABO GRANADO ANTISSEPTICON 1*12,0.01,7896512900166,1*12,CASE
SABO GRANADO GLICERINA TRAD. 12/90G,0.01,7896512905222,12/90G,CASE
GUARAVITON XAROPE GUARANA 6/1LT,0.01,,6/1LT,CASE
GUARAVITON CATUABA 12/500ML,0.01,,12/500ML,CASE
XAROPE GROSELHA GUULY 12/900ML,0.01,,12/900ML,CASE
GUARAVITON ACAI 12/500ML,0.01,17896326100216,12/500ML,CASE
GUARAVITON GYNSENG 12/500ML,0.01,17896326100223,12/500ML,CASE
GUARAVITA ORIGINAL COPO 24/290ML,0.01,17896326101404,24/290ML,CASE
